Finanzposition;Bezeichnung;EIN/AUS;Teilabschnitt;RQ;FG;SN;AOB;Anfängliche Zahlungsrückstände EUR;Laufendes Soll EUR;Gesamt Soll EUR;Ist EUR;Schließliche Zahlungsrückstände EUR;Voranschlag EUR;Nachtrags-Voranschlag EUR;Gesamt-Voranschlag EUR;Unterschied zw. LFD.Soll - Gesamt-VA günsiger EUR;Unterschied zw. LFD.Soll - Gesamt-VA ungünsiger EUR
'1.90020.500010';GELDBEZÜGE DER BEAMTEN DER VERWALTUNG;AUSGABE;'90020';20;0;S;'0802';          0.00;      58165.63;      58165.63;      58165.63;          0.00;      51200.00;          0.00;      51200.00;          0.00;       6965.63
'1.90020.510000';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'90020';20;0;S;'0802';          0.00;     263171.41;     263171.41;     263171.41;          0.00;     251800.00;          0.00;     251800.00;          0.00;      11371.41
'1.90020.510010';GELDBEZÜGE DER VERTRAGSBEDIENSTETEN DER VERWALTUNG;AUSGABE;'90020';20;0;S;'0802';          0.00;          0.00;          0.00;          0.00;          0.00;       2000.00;          0.00;       2000.00;       2000.00;          0.00
'1.90020.511000';GELDBEZÜGE DER VB. IN HANDWERKLICHER VERWENDUNG;AUSGABE;'90020';20;0;S;'0802';          0.00;          0.00;          0.00;          0.00;          0.00;        400.00;          0.00;        400.00;        400.00;          0.00
'1.90020.560000';REISEGEBÜHREN;AUSGABE;'90020';20;0;D;'0802';          0.00;       2464.04;       2464.04;       2464.04;          0.00;       1000.00;          0.00;       1000.00;          0.00;       1464.04
'1.90020.563000';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'90020';20;0;S;'0802';          0.00;       9672.20;       9672.20;       9672.20;          0.00;      13400.00;          0.00;      13400.00;       3727.80;          0.00
'1.90020.563100';SONSTIGE AUFWANDSENTSCHÄDIGUNGEN;AUSGABE;'90020';20;0;D;'0802';          0.00;       3370.24;       3370.24;       3370.24;          0.00;       4000.00;          0.00;       4000.00;        629.76;          0.00
'1.90020.565000';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'90020';20;0;S;'0802';          0.00;      35813.30;      35813.30;      35813.30;          0.00;      38200.00;          0.00;      38200.00;       2386.70;          0.00
'1.90020.565300';MEHRLEISTUNGSVERGÜTUNGEN;AUSGABE;'90020';20;0;D;'0802';          0.00;       3861.93;       3861.93;       3861.93;          0.00;       2000.00;          0.00;       2000.00;          0.00;       1861.93
'1.90020.569000';SONSTIGE NEBENGEBÜHREN;AUSGABE;'90020';20;0;S;'0802';          0.00;      17738.10;      17738.10;      17738.10;          0.00;      22200.00;          0.00;      22200.00;       4461.90;          0.00
'1.90020.580000';DGB ZUM AUSGLEICHSFONDS FÜR FAMILIENBEIHILFEN;AUSGABE;'90020';20;0;S;'0802';          0.00;      85301.12;      85301.12;      85301.12;          0.00;      32500.00;          0.00;      32500.00;          0.00;      52801.12
'1.90020.581000';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'90020';20;0;S;'0802';          0.00;     133050.72;     133050.72;     133050.72;          0.00;     126400.00;          0.00;     126400.00;          0.00;       6650.72
'1.90020.581500';SONSTIGE DGB ZUR SOZIALEN SICHERHEIT;AUSGABE;'90020';20;0;S;'0802';          0.00;      58426.52;      58426.52;      58426.52;          0.00;      59700.00;          0.00;      59700.00;       1273.48;          0.00
'1.90020.590000';FREIWILLIGE SOZIALLEISTUNGEN (NUR BARLEISTUNGEN);AUSGABE;'90020';20;0;S;'0802';          0.00;       3662.50;       3662.50;       3662.50;          0.00;       3400.00;          0.00;       3400.00;          0.00;        262.50
'1.90020.600000';STROM;AUSGABE;'90020';24;1;D;'0805';       4148.04;      26449.81;      30597.85;      28134.72;       2463.13;      24000.00;          0.00;      24000.00;          0.00;       2449.81
'1.90020.602000';WASSER;AUSGABE;'90020';24;1;D;'0805';          0.00;        848.99;        848.99;        848.99;          0.00;       1000.00;          0.00;       1000.00;        151.01;          0.00
'1.90020.603000';WÄRME;AUSGABE;'90020';24;1;D;'0805';          0.00;      11618.70;      11618.70;      11618.70;          0.00;      12000.00;          0.00;      12000.00;        381.30;          0.00
'1.90020.614000';INSTANDH. VON GEBÄUDEN;AUSGABE;'90020';24;3;D;'0802';          0.00;         36.41;         36.41;         36.41;          0.00;       2000.00;          0.00;       2000.00;       1963.59;          0.00
'1.90020.614100';INSTANDH. VON GEBÄUDEN;AUSGABE;'90020';24;3;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;       1000.00;          0.00;       1000.00;       1000.00;          0.00
'1.90020.614109';INSTANDH. VON GEBÄUDEN A 8/5W;AUSGABE;'90020';24;3;D;'0802';          0.00;          0.00;          0.00;          0.00;          0.00;       3000.00;          0.00;       3000.00;       3000.00;          0.00
'1.90020.614500';INSTANDH. VON GEBÄUDEN;AUSGABE;'90020';24;3;D;'0805';         56.07;       4370.70;       4426.77;       4374.09;         52.68;       1000.00;          0.00;       1000.00;          0.00;       3370.70
'1.90020.614509';INSTANDH. VON GEBÄUDEN;AUSGABE;'90020';24;3;D;'0805';          0.00;       2172.71;       2172.71;       2172.71;          0.00;          0.00;          0.00;          0.00;          0.00;       2172.71
'1.90020.618000';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'90020';24;3;D;'0802';          0.00;        270.75;        270.75;        270.75;          0.00;        100.00;          0.00;        100.00;          0.00;        170.75
'1.90020.618030';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'90020';24;2;D;'0805';          0.00;        121.14;        121.14;        121.14;          0.00;       1000.00;          0.00;       1000.00;        878.86;          0.00
'1.90020.618100';INSTANDH. VON SONSTIGEN ANLAGEN;AUSGABE;'90020';24;3;D;'0802';          0.00;          0.00;          0.00;          0.00;          0.00;        500.00;          0.00;        500.00;        500.00;          0.00
'1.90020.618109';INSTANDH. VON SONSTIGEN ANLAGEN A 8/5W;AUSGABE;'90020';24;3;D;'0802';          0.00;        120.02;        120.02;        120.02;          0.00;       1800.00;          0.00;       1800.00;       1679.98;          0.00
'1.90020.618600';INSTANDH. VON SONSTIGEN ANLAGEN WB;AUSGABE;'90020';24;3;D;'0802';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.90020.620000';PERSONEN- UND GÜTERTRANSPORTE;AUSGABE;'90020';24;8;D;'0802';          0.00;        843.54;        843.54;        843.54;          0.00;       1000.00;          0.00;       1000.00;        156.46;          0.00
'1.90020.620600';PERSONEN- UND GÜTERTRANSPORTE WB;AUSGABE;'90020';24;9;D;'0802';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.90020.630000';POSTDIENSTE;AUSGABE;'90020';24;1;D;'MDPA';          0.00;     105149.60;     105149.60;     105149.60;          0.00;     110000.00;          0.00;     110000.00;       4850.40;          0.00
'1.90020.631000';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'90020';24;1;D;'0802';        565.38;       3330.16;       3895.54;       3752.77;        142.77;      10000.00;          0.00;      10000.00;       6669.84;          0.00
'1.90020.631200';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'90020';24;1;D;'0802';          0.00;       2296.73;       2296.73;       2186.76;        109.97;       4000.00;          0.00;       4000.00;       1703.27;          0.00
'1.90020.631300';TELEKOMMUNIKATIONSDIENSTE;AUSGABE;'90020';24;1;D;'MDPA';        110.38;       1193.89;       1304.27;       1211.06;         93.21;       1500.00;          0.00;       1500.00;        306.11;          0.00
'1.90020.640000';RECHTSKOSTEN GRUNDSTEUER;AUSGABE;'90020';24;8;D;'0802';          0.00;      85408.80;      85408.80;      85408.80;          0.00;      45000.00;      30000.00;      75000.00;          0.00;      10408.80
'1.90020.640010';RECHTSKOSTEN UNTERNEHMENSABGABEN;AUSGABE;'90020';24;8;D;'0802';          0.00;      47415.90;      47415.90;      47375.90;         40.00;      30000.00;          0.00;      30000.00;          0.00;      17415.90
'1.90020.641000';PRÜFUNGSKOSTEN;AUSGABE;'90020';24;8;D;'0802';          0.00;          0.00;          0.00;          0.00;          0.00;        100.00;          0.00;        100.00;        100.00;          0.00
'1.90020.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'90020';25;8;S;'SN21';          0.00;      10837.74;      10837.74;      10837.74;          0.00;      13400.00;          0.00;      13400.00;       2562.26;          0.00
'1.90020.670000';VERSICHERUNGEN;AUSGABE;'90020';24;8;D;'0805';          0.00;       1768.70;       1768.70;       1768.70;          0.00;       2000.00;          0.00;       2000.00;        231.30;          0.00
'1.90020.700200';MIETZINSE LEASINGRATEN;AUSGABE;'90020';24;8;D;'0800';          0.00;     150252.98;     150252.98;     150252.98;          0.00;     160600.00;          0.00;     160600.00;      10347.02;          0.00
'1.90020.700300';MIETZINSE KOPIERER;AUSGABE;'90020';24;9;D;'0802';          0.00;        862.93;        862.93;        862.93;          0.00;       1000.00;          0.00;       1000.00;        137.07;          0.00
'1.90020.710000';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'90020';24;8;D;'0805';          0.00;      10539.18;      10539.18;      10539.18;          0.00;       9400.00;          0.00;       9400.00;          0.00;       1139.18
'1.90020.723000';AMTSPAUSCHALIEN UND REPRÄSENTATIONSAUSGABEN;AUSGABE;'90020';24;9;D;'0802';          0.00;        710.46;        710.46;        710.46;          0.00;       1500.00;          0.00;       1500.00;        789.54;          0.00
'1.90020.728100';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'90020';24;8;D;'0805';        259.98;       3441.19;       3701.17;       3541.08;        160.09;       5000.00;          0.00;       5000.00;       1558.81;          0.00
'1.90020.728110';ENTGELTE FÜR SONSTIGE LEISTUNGEN;AUSGABE;'90020';24;9;D;'0805';          0.00;        138.94;        138.94;          0.00;        138.94;          0.00;          0.00;          0.00;          0.00;        138.94
'1.90020.728310';ENTGELTE FÜR SONSTIGE LEISTUNGEN SCHULUNGEN;AUSGABE;'90020';24;9;D;'0802';          0.00;       1026.00;       1026.00;       1026.00;          0.00;       2000.00;          0.00;       2000.00;        974.00;          0.00
'1.90020.728990';ENTGELTE FÜR SONSTIGE LEISTUNGEN EDV;AUSGABE;'90020';24;8;D;'MDIM';          0.00;       1969.56;       1969.56;       1969.56;          0.00;          0.00;          0.00;          0.00;          0.00;       1969.56
'1.90020.751001';LFD. TRANSFERZAHLUNGEN AN LÄNDER UND LANDESFONDS;AUSGABE;'90020';26;5;D;'0802';          0.00;        868.68;        868.68;        868.68;          0.00;       1000.00;          0.00;       1000.00;        131.32;          0.00
'1.90020.768000';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'90020';27;5;D;'0802';        667.08;       1922.76;       2589.84;       2589.84;          0.00;       2000.00;          0.00;       2000.00;         77.24;          0.00
'1.90020.768100';SONST. LFD. TRANSFERZAHLUNGEN AN PRIVATE HAUSHALTE;AUSGABE;'90020';27;5;D;'0802';       9980.00;      23415.00;      33395.00;      30220.00;       3175.00;      10000.00;          0.00;      10000.00;          0.00;      13415.00
'1.91000.652000';SONSTIGE ZINSEN - INLAND;AUSGABE;'91000';25;8;D;'0803';          0.00;        570.40;        570.40;        570.40;          0.00;        500.00;          0.00;        500.00;          0.00;         70.40
'1.91000.652100';SONSTIGE ZINSEN - INLAND;AUSGABE;'91000';25;8;D;'0803';      84435.90;     148963.13;     233399.03;     213939.66;      19459.37;    1500000.00;          0.00;    1500000.00;    1351036.87;          0.00
'1.91000.657100';GELDVERKEHRSSPESEN;AUSGABE;'91000';24;8;D;'0803';      10109.35;      59823.99;      69933.34;      59427.35;      10505.99;      95000.00;          0.00;      95000.00;      35176.01;          0.00
'1.91000.710100';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG. KEST;AUSGABE;'91000';24;8;D;'0803';       5065.72;       8496.90;      13562.62;      13210.08;        352.54;      35000.00;          0.00;      35000.00;      26503.10;          0.00
'1.91200.298102';RÜCKLAGEN ZUFÜHRUNG AUSGLEICHSRÜCKLAGE;AUSGABE;'91200';61;8;D;'0800';          0.00;    6615455.87;    6615455.87;          0.00;    6615455.87;          0.00;          0.00;          0.00;          0.00;    6615455.87
'1.91300.657000';GELDVERKEHRSSPESEN DEPOTGEBÜHREN USW.;AUSGABE;'91300';24;8;D;'0800';          0.00;         27.02;         27.02;         27.02;          0.00;          0.00;          0.00;          0.00;          0.00;         27.02
'1.91400.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'91400';65;8;S;'SN21';          0.00;     849004.83;     849004.83;     849004.83;          0.00;     849000.00;          0.00;     849000.00;          0.00;          4.83
'1.91400.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'91400';25;8;S;'SN21';          0.00;     296223.51;     296223.51;     296223.51;          0.00;     310100.00;          0.00;     310100.00;      13876.49;          0.00
'1.91400.710100';ÖFFENTLICHE ABGABEN, OHNE GEBÜHREN GEMÄSS FAG.;AUSGABE;'91400';24;8;S;'0803';          0.00;       3799.94;       3799.94;       3799.94;          0.00;      15000.00;          0.00;      15000.00;      11200.06;          0.00
'1.91400.755100';LFD. TRANSFERZ. AN UNTERNEHMUNGEN (OHNE FINANZUNTE GUF;AUSGABE;'91400';27;4;D;'0800';          0.00;      10000.00;      10000.00;          0.00;      10000.00;          0.00;          0.00;          0.00;          0.00;      10000.00
'1.91400.779100';INVESTITIONS-U.TILGUNGSZUSCHÜSSE ZW.UNTERNEHM.U.GE ANSATZ 85300;AUSGABE;'91400';66;9;D;'0800';          0.00;    1512520.24;    1512520.24;    1512520.24;          0.00;     654700.00;          0.00;     654700.00;          0.00;     857820.24
'1.91400.779300';INVESTITIONS-U.TILGUNGSZUSCHÜSSE ZW.UNTERNEHM.U.GE ANSATZ 89510;AUSGABE;'91400';66;9;D;'0800';          0.00;     819669.36;     819669.36;     819669.36;          0.00;     803500.00;          0.00;     803500.00;          0.00;      16169.36
'1.91400.779400';INVESTITIONS-U.TILGUNGSZUSCHÜSSE ZW.UNTERNEHM.U.GE ANSATZ 89900;AUSGABE;'91400';66;9;D;'0800';          0.00;      87158.52;      87158.52;      87158.52;          0.00;          0.00;          0.00;          0.00;          0.00;      87158.52
'1.91400.779600';INVESTITIONS-U.TILGUNGSZUSCHÜSSE ZW.UNTERNEHM.U.GE ANSATZ 85310;AUSGABE;'91400';66;9;D;'0800';          0.00;      16719.89;      16719.89;      16719.89;          0.00;      19500.00;          0.00;      19500.00;       2780.11;          0.00
'1.91400.779700';INVESTITIONS-U.TILGUNGSZUSCHÜSSE ZW.UNTERNEHM.U.GE ANSATZ 89400;AUSGABE;'91400';66;9;D;'0800';          0.00;    2282455.80;    2282455.80;    2282455.80;          0.00;    2257100.00;          0.00;    2257100.00;          0.00;      25355.80
'1.91400.779800';INVESTITIONS-U.TILGUNGSZUSCHÜSSE ZW.UNTERNEHM.U.GE ANSATZ 89500;AUSGABE;'91400';66;9;D;'0800';          0.00;      38758.87;      38758.87;      38758.87;          0.00;      38800.00;          0.00;      38800.00;         41.13;          0.00
'1.91400.779900';INVESTITIONS-U.TILGUNGSZUSCHÜSSE ZW.UNTERNEHM.U.GE ANSATZ 89120;AUSGABE;'91400';66;9;D;'0800';          0.00;       7983.41;       7983.41;       7983.41;          0.00;       8000.00;          0.00;       8000.00;         16.59;          0.00
'1.93000.751001';LFD. TRANSFERZAHLUNGEN AN LÄNDER UND LANDESFONDS;AUSGABE;'93000';26;4;D;'0800';    2171941.48;   21380637.27;   23552578.75;   21588997.83;    1963580.92;   25000000.00;          0.00;   25000000.00;    3619362.73;          0.00
'1.95000.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'95000';65;8;S;'SN21';          0.00;     471669.77;     471669.77;     471669.77;          0.00;     471700.00;          0.00;     471700.00;         30.23;          0.00
'1.95000.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'95000';25;8;S;'SN21';          0.00;    1651483.56;    1651483.56;    1651483.56;          0.00;     640800.00;          0.00;     640800.00;          0.00;    1010683.56
'1.95000.657000';GELDVERKEHRSSPESEN PROVISIONEN UND DGL.;AUSGABE;'95000';24;8;D;'0800';          0.00;       2447.55;       2447.55;       2447.55;          0.00;          0.00;          0.00;          0.00;          0.00;       2447.55
'1.95100.347000';INVESTITITONSDARLEHEN VON ANDEREN;AUSGABE;'95100';65;8;D;'0800';        247.09;          0.00;        247.09;          0.00;        247.09;          0.00;          0.00;          0.00;          0.00;          0.00
'1.95100.650100';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'95100';25;8;D;'0800';         57.41;          0.00;         57.41;          0.00;         57.41;          0.00;          0.00;          0.00;          0.00;          0.00
'1.97000.729000';SONSTIGE AUSGABEN;AUSGABE;'97000';24;9;D;'0800';          0.00;          0.00;          0.00;          0.00;          0.00;   12000000.00;   10106300.00-;    1893700.00;    1893700.00;          0.00
'1.99000.962000';ABWICKLUNG ISTABGÄNGE VORJAHR(E);AUSGABE;'99000';70;8;D;'0803';   33656281.26;          0.00;   33656281.26;   33656281.26;          0.00;          0.00;          0.00;          0.00;          0.00;          0.00
'1.99100.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'99100';65;8;S;'SN21';          0.00;         67.08;         67.08;         67.08;          0.00;        100.00;          0.00;        100.00;         32.92;          0.00
'1.99100.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'99100';25;8;S;'SN21';          0.00;         33.79;         33.79;         33.79;          0.00;          0.00;          0.00;          0.00;          0.00;         33.79
'1.99100.722000';RÜCKERSÄTZE VON EINNAHMEN;AUSGABE;'99100';24;8;S;'0803';          0.00;          0.00;          0.00;          0.00;          0.00;      10000.00;          0.00;      10000.00;      10000.00;          0.00
'1.99200.346000';INVESTITIONSDARLEHEN VON KREDITINSTITUTEN;AUSGABE;'99200';65;8;S;'SN21';          0.00;       1679.15;       1679.15;       1679.15;          0.00;       1700.00;          0.00;       1700.00;         20.85;          0.00
'1.99200.650000';ZINSEN FÜR FINANZSCHULDEN - INLAND;AUSGABE;'99200';25;8;S;'SN21';          0.00;        845.76;        845.76;        845.76;          0.00;        800.00;          0.00;        800.00;          0.00;         45.76
'1.99200.690000';SCHADENSFÄLLE;AUSGABE;'99200';24;8;D;'DI00';          0.00;          0.00;          0.00;          0.00;          0.00;     150000.00;          0.00;     150000.00;     150000.00;          0.00
'2.00000.827000';KOSTENERS. FÜR DIE ÜBERLASSUNG VON BEDIENSTETEN AN;EINNAHME;'00000';18;5;D;'MDPA';          0.00;          0.00;          0.00;          0.00;          0.00;     100000.00;          0.00;     100000.00;          0.00;     100000.00-
'2.00000.828100';RÜCKERSÄTZE VON AUSGABEN;EINNAHME;'00000';18;5;D;'0805';          0.00;        204.82;        204.82;        204.82;          0.00;          0.00;          0.00;          0.00;        204.82-;          0.00
'2.00000.829000';SONSTIGE EINNAHMEN;EINNAHME;'00000';18;5;D;'MDPA';          0.00;          0.00;          0.00;          0.00;          0.00;       3000.00;          0.00;       3000.00;          0.00;       3000.00-
'2.00000.868000';LFD.TRANSFERZAHLUNGEN VON PRIVATEN HAUSHALTEN PENSIONSBEITRÄGE DER MANDATARE;EINNAHME;'00000';16;0;D;'MDPA';          0.00;      33064.50;      33064.50;      33064.50;          0.00;      33000.00;          0.00;      33000.00;         64.50-;          0.00
'2.00000.868100';LFD.TRANSFERZAHLUNGEN VON PRIVATEN HAUSHALTEN;EINNAHME;'00000';16;0;D;'MDPA';          0.00;        392.64;        392.64;        392.64;          0.00;          0.00;          0.00;          0.00;        392.64-;          0.00
'2.00000.868200';LFD.TRANSFERZAHLUNGEN VON PRIVATEN HAUSHALTEN;EINNAHME;'00000';16;5;D;'MDPA';          0.00;     197576.36;     197576.36;     197576.36;          0.00;     175000.00;          0.00;     175000.00;      22576.36-;          0.00
'2.01000.817009';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'01000';13;4;D;'0803';          0.00;       2042.87;       2042.87;       2042.87;          0.00;       1900.00;          0.00;       1900.00;        142.87-;          0.00
'2.01000.817200';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'01000';13;0;D;'MDPA';          0.00;          0.00;          0.00;          0.00;          0.00;       7000.00;          0.00;       7000.00;          0.00;       7000.00-
'2.01000.817300';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'01000';13;1;D;'MDPA';          0.00;        160.23;        160.23;        160.23;          0.00;        100.00;          0.00;        100.00;         60.23-;          0.00
'2.01000.828000';RÜCKERSÄTZE VON AUSGABEN;EINNAHME;'01000';18;5;D;'MD00';          0.00;         15.49;         15.49;         15.49;          0.00;          0.00;          0.00;          0.00;         15.49-;          0.00
'2.01000.828100';RÜCKERSÄTZE VON AUSGABEN;EINNAHME;'01000';18;5;D;'0805';          0.00;        144.92;        144.92;        144.92;          0.00;          0.00;          0.00;          0.00;        144.92-;          0.00
'2.01000.829000';SONSTIGE EINNAHMEN;EINNAHME;'01000';18;1;D;'MDPA';       8435.88;      16576.10;      25011.98;      14022.70;      10989.28;       6500.00;          0.00;       6500.00;      10076.10-;          0.00
'2.01000.860081';LFD.TRANSFERZ. VON BUND, BUNDESFONDS U. -KAMMERN;EINNAHME;'01000';15;1;D;'MDPA';      10871.11;          0.00;      10871.11;        256.55;      10614.56;      50000.00;          0.00;      50000.00;          0.00;      50000.00-
'2.01000.867000';LFD.TRANSFERZ. V.PRIV.ORGANISATIONEN O.ERWERBSZWEC SUCHTPRÄVENTION;EINNAHME;'01000';16;5;D;'MD00';          0.00;      10178.00;      10178.00;      10178.00;          0.00;       4600.00;          0.00;       4600.00;       5578.00-;          0.00
'2.01000.868000';LFD.TRANSFERZAHLUNGEN VON PRIVATEN HAUSHALTEN;EINNAHME;'01000';16;1;D;'MDPA';      19964.58;       6247.50;      26212.08;       8152.70;      18059.38;       8000.00;          0.00;       8000.00;          0.00;       1752.50-
'2.01010.828000';RÜCKERSÄTZE VON AUSGABEN;EINNAHME;'01010';18;5;D;'0805';          0.00;        403.63;        403.63;        403.63;          0.00;          0.00;          0.00;          0.00;        403.63-;          0.00
'2.01010.828100';RÜCKERSÄTZE VON AUSGABEN;EINNAHME;'01010';18;1;D;'MDPA';          0.00;      12000.00;      12000.00;      12000.00;          0.00;          0.00;          0.00;          0.00;      12000.00-;          0.00
'2.01020.806000';VERÄUSSERUNG VON ALTMATERIAL;EINNAHME;'01020';18;5;D;'MDPA';          0.00;        480.80;        480.80;        480.80;          0.00;          0.00;          0.00;          0.00;        480.80-;          0.00
'2.01020.817000';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'01020';13;5;D;'MDPA';          0.00;         81.30;         81.30;         81.30;          0.00;        100.00;          0.00;        100.00;          0.00;         18.70-
'2.01020.828100';RÜCKERSÄTZE VON AUSGABEN;EINNAHME;'01020';18;5;D;'0805';          0.00;        458.31;        458.31;        458.31;          0.00;          0.00;          0.00;          0.00;        458.31-;          0.00
'2.01020.829000';SONSTIGE EINNAHMEN;EINNAHME;'01020';18;1;D;'MDPA';          0.00;          6.54;          6.54;          6.54;          0.00;          0.00;          0.00;          0.00;          6.54-;          0.00
'2.01080.817000';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'01080';13;5;D;'0200';          0.00;         37.50;         37.50;         37.50;          0.00;          0.00;          0.00;          0.00;         37.50-;          0.00
'2.01100.813000';NEBENERLÖSE;EINNAHME;'01100';13;5;D;'0100';          0.00;       4153.00;       4153.00;       4153.00;          0.00;       4500.00;          0.00;       4500.00;          0.00;        347.00-
'2.01100.817000';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'01100';13;5;D;'0100';          0.00;      13971.67;      13971.67;      13971.67;          0.00;      12000.00;          0.00;      12000.00;       1971.67-;          0.00
'2.01100.817200';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN;EINNAHME;'01100';13;5;D;'0100';          0.00;       5913.08;       5913.08;       5913.08;          0.00;       6500.00;          0.00;       6500.00;          0.00;        586.92-
'2.01100.828000';RÜCKERSÄTZE VON AUSGABEN;EINNAHME;'01100';18;5;D;'0100';          0.00;       2782.72;       2782.72;       2782.72;          0.00;          0.00;          0.00;          0.00;       2782.72-;          0.00
'2.01100.828100';RÜCKERSÄTZE VON AUSGABEN;EINNAHME;'01100';18;5;D;'0805';          0.00;        256.17;        256.17;        256.17;          0.00;          0.00;          0.00;          0.00;        256.17-;          0.00
'2.01130.827000';KOSTENERS. FÜR DIE ÜBERLASSUNG VON BEDIENSTETEN AN;EINNAHME;'01130';18;5;D;'0100';     189972.35;    1244760.89;    1434733.24;    1297220.93;     137512.31;    1120000.00;          0.00;    1120000.00;     124760.89-;          0.00
'2.01140.829000';SONSTIGE EINNAHMEN;EINNAHME;'01140';18;5;D;'0100';          0.00;       1656.54;       1656.54;       1656.54;          0.00;          0.00;          0.00;          0.00;       1656.54-;          0.00
'2.01140.864000';LFD.TRANSFERZ. V.SONST.TRÄGERN D.ÖFFENTL.RECHTS;EINNAHME;'01140';15;5;D;'0100';          0.00;      13557.13;      13557.13;      13557.13;          0.00;          0.00;          0.00;          0.00;      13557.13-;          0.00
'2.01200.817000';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN PRIVATGESPRÄCHE;EINNAHME;'01200';13;5;D;'MDPA';          0.00;       2925.88;       2925.88;       2925.88;          0.00;      12000.00;          0.00;      12000.00;          0.00;       9074.12-
'2.01200.817100';KOSTENBEITRÄGE(KOSTENERSÄTZE) FÜR SONSTIGE LEISTUN GESELLSCHAFTEN;EINNAHME;'01200';13;5;D;'MDPA';          0.00;      32030.89;      32030.89;      20177.57;      11853.32;      20000.00;          0.00;      20000.00;      12030.89-;          0.00
'2.01200.828000';RÜCKERSÄTZE VON AUSGABEN;EINNAHME;'01200';18;5;D;'MDPA';          0.00;        240.79;        240.79;        240.79;          0.00;          0.00;          0.00;          0.00;        240.79-;          0.00
'2.01310.803000';VERÄUSSERUNG VON HANDELSWAREN;EINNAHME;'01310';18;1;D;'0805';          0.00;          0.00;          0.00;          0.00;          0.00;     312000.00;          0.00;     312000.00;          0.00;     312000.00-
'2.01310.803030';VERÄUSSERUNG VON HANDELSWAREN;EINNAHME;'01310';18;1;D;'0805';          0.00;      30204.48;      30204.48;      30204.48;          0.00;          0.00;          0.00;          0.00;      30204.48-;          0.00
'2.01310.803050';VERÄUSSERUNG VON HANDELSWAREN;EINNAHME;'01310';18;1;D;'0805';          0.00;      93387.27;      93387.27;      93387.27;          0.00;          0.00;          0.00;          0.00;      93387.27-;          0.00
'2.01310.803060';VERÄUSSERUNG VON HANDELSWAREN;EINNAHME;'01310';18;1;D;'0805';          0.00;     108135.94;     108135.94;     108135.94;          0.00;          0.00;          0.00;          0.00;     108135.94-;          0.00
'2.01310.803080';VERÄUSSERUNG VON HANDELSWAREN;EINNAHME;'01310';18;1;D;'0805';          0.00;       1131.00;       1131.00;       1131.00;          0.00;          0.00;          0.00;          0.00;       1131.00-;          0.00
'2.01310.803090';VERÄUSSERUNG VON HANDELSWAREN;EINNAHME;'01310';18;1;D;'0805';          0.00;      20403.79;      20403.79;      20403.79;          0.00;          0.00;          0.00;          0.00;      20403.79-;          0.00
